nid,title,author,doi,abstract,source_title,year,source,pmid_if_applicable,full_text_link_if_included,file_id,occ_id,organism_type,organism_specific,pathogen,pathogen_note,patient_type,transmission_route,clinical,diagnostic,diagnostic_note,serosurvey,country,origin,problem_geography,lat,long,latlong_source,loc_confidence,shape_type,poly_type,buffer_radius,gaul_year_or_custom_shapefile,poly_id,poly_field,site_notes,month_start,month_end,year_start,year_end,year_accuracy
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,86,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Riyadh,,24.781518,46.855266,Google Maps,bad,polygon,buffer,54.925,,NA,,from camel wholesale market in Riyadh city; I created buffer that encompasses the city,7,7,2014,2014,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,87,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Jeddah,,21.516285,39.252254,Google Maps,bad,polygon,buffer,49.3,,NA,,from camel farm & wholesale market in Jeddah city,9,9,2014,2014,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,88,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Jeddah,,21.516285,39.252254,Google Maps,bad,polygon,buffer,49.3,,NA,,from camel wholesale market in Jeddah city,10,10,2014,2014,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,89,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Jeddah,,21.516285,39.252254,Google Maps,bad,polygon,buffer,49.3,,NA,,from camel wholesale market in Jeddah city,11,11,2014,2014,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,90,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Jeddah,,21.516285,39.252254,Google Maps,bad,polygon,buffer,49.3,,NA,,from camel wholesale market in Jeddah city,12,12,2014,2014,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,91,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Jeddah,,21.516285,39.252254,Google Maps,bad,polygon,buffer,49.3,,NA,,from camel wholesale market in Jeddah city,1,1,2015,2015,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,92,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Jeddah,,21.516285,39.252254,Google Maps,bad,polygon,buffer,49.3,,NA,,from camel wholesale market in Jeddah city,2,2,2015,2015,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,93,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Riyadh,,24.781518,46.855266,Google Maps,bad,polygon,buffer,54.925,,NA,,from camel wholesale market in Riyadh city,3,3,2015,2015,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,94,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Taif,,21.384856,40.477234,Google Maps,bad,polygon,buffer,29.65,,NA,,from camel wholesale market in Taif city,3,3,2015,2015,0
364336,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia,"Sabir, Jamal S. M.; Lam, Tommy T.-Y.; Ahmed, Mohamed M. M.; Li, Lifeng; Shen, Yongyi; Abo-Aba, Salah E. M.; Qureshi, Muhammad I.; Abu-Zeid, Mohamed; Zhang, Yu; Khiyami, Mohammad A.; Alharbi, Njud S.; Hajrah, Nahid H.; Sabir, Meshaal J.; Mutwakil, Mohammed H. Z.; Kabli, Saleh A.; Alsulaimany, Faten A. S.; Obaid, Abdullah Y.; Zhou, Boping; Smith, David K.; Holmes, Edward C.; Zhu, Huachen; Guan, Yi",10.1126/science.aac8608,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Science,2016,pubmed,26678874,http://science.sciencemag.org/content/351/6268/81.long,Sabir_2016,95,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,postive cases also confirmed by Sanger sequencing,,SAU,Taif,,21.384856,40.477234,Google Maps,bad,polygon,buffer,29.65,,NA,,from camel wholesale market in Taif city,4,4,2015,2015,0
364338,"Community Case Clusters of Middle East Respiratory Syndrome Coronavirus in Hafr Al-Batin, Kingdom of Saudi Arabia: A Descriptive Genomic study","Memish, Ziad A.; Cotten, Matthew; Watson, Simon J.; Kellam, Paul; Zumla, Alimuddin; Alhakeem, Rafat F.; Assiri, Abdullah; Al Rabeeah, Abdullah A.; Al-Tawfiq, Jaffar A.",10.1016/j.ijid.2014.03.1372,"The Middle East respiratory syndrome coronavirus (MERS-CoV) was first described in September 2012 and to date 86 deaths from a total of 206 cases of MERS-CoV infection have been reported to the WHO. Camels have been implicated as the reservoir of MERS-CoV, but the exact source and mode of transmission for most patients remain unknown. During a 3 month period, June to August 2013, there were 12 positive MERS-CoV cases reported from the Hafr Al-Batin region district in the north east region of the Kingdom of Saudi Arabia. In addition to the different regional camel festivals in neighboring countries, Hafr Al-Batin has the biggest camel market in the entire Kingdom and hosts an annual camel festival. Thus, we conducted a detailed epidemiological, clinical and genomic study to ascertain common exposure and transmission patterns of all cases of MERS-CoV reported from Hafr Al-Batin. Analysis of previously reported genetic data indicated that at least two of the infected contacts could not have been directly infected from the index patient and alternate source should be considered. While camels appear as the likely source, other sources have not been ruled out. More detailed case control studies with detailed case histories, epidemiological information and genomic analysis are being conducted to delineate the missing pieces in the transmission dynamics of MERS-CoV outbreak. (C) 2014 The Authors. Published by Elsevier Ltd on behalf of International Society for Infectious Diseases. This is an open access article under the CC BY-NC-SA license",International Journal of Infectious Diseases,2014,pubmed,24699184,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4441753/,Memish_2014_1,96,human,Homo sapiens,MERS-CoV,,index,zoonotic,yes,PCR,"2 definitve index cases, one from each of the two clusters",,SAU,Hafr Al-Batin,,28.348165,45.967491,Google Maps,bad,polygon,buffer,16.05,,NA,,cases all reported from Hafr Al-Batin region district in the north east region of SAU; Hafr Al-Batin has the biggest camel market in the entire Kingdom,6,6,2013,2013,0
364338,"Community Case Clusters of Middle East Respiratory Syndrome Coronavirus in Hafr Al-Batin, Kingdom of Saudi Arabia: A Descriptive Genomic study","Memish, Ziad A.; Cotten, Matthew; Watson, Simon J.; Kellam, Paul; Zumla, Alimuddin; Alhakeem, Rafat F.; Assiri, Abdullah; Al Rabeeah, Abdullah A.; Al-Tawfiq, Jaffar A.",10.1016/j.ijid.2014.03.1372,"The Middle East respiratory syndrome coronavirus (MERS-CoV) was first described in September 2012 and to date 86 deaths from a total of 206 cases of MERS-CoV infection have been reported to the WHO. Camels have been implicated as the reservoir of MERS-CoV, but the exact source and mode of transmission for most patients remain unknown. During a 3 month period, June to August 2013, there were 12 positive MERS-CoV cases reported from the Hafr Al-Batin region district in the north east region of the Kingdom of Saudi Arabia. In addition to the different regional camel festivals in neighboring countries, Hafr Al-Batin has the biggest camel market in the entire Kingdom and hosts an annual camel festival. Thus, we conducted a detailed epidemiological, clinical and genomic study to ascertain common exposure and transmission patterns of all cases of MERS-CoV reported from Hafr Al-Batin. Analysis of previously reported genetic data indicated that at least two of the infected contacts could not have been directly infected from the index patient and alternate source should be considered. While camels appear as the likely source, other sources have not been ruled out. More detailed case control studies with detailed case histories, epidemiological information and genomic analysis are being conducted to delineate the missing pieces in the transmission dynamics of MERS-CoV outbreak. (C) 2014 The Authors. Published by Elsevier Ltd on behalf of International Society for Infectious Diseases. This is an open access article under the CC BY-NC-SA license",International Journal of Infectious Diseases,2014,pubmed,24699184,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4441753/,Memish_2014_1,97,human,Homo sapiens,MERS-CoV,,index,zoonotic,no,PCR,"2 definitive index cases, one from each of the two clusters",,SAU,Hafr Al-Batin,,28.348165,45.967491,Google Maps,bad,polygon,buffer,16.05,,NA,,cases all reported from Hafr Al-Batin region district in the north east region of SAU; Hafr Al-Batin has the biggest camel market in the entire Kingdom,6,8,2013,2013,0
364338,"Community Case Clusters of Middle East Respiratory Syndrome Coronavirus in Hafr Al-Batin, Kingdom of Saudi Arabia: A Descriptive Genomic study","Memish, Ziad A.; Cotten, Matthew; Watson, Simon J.; Kellam, Paul; Zumla, Alimuddin; Alhakeem, Rafat F.; Assiri, Abdullah; Al Rabeeah, Abdullah A.; Al-Tawfiq, Jaffar A.",10.1016/j.ijid.2014.03.1372,"The Middle East respiratory syndrome coronavirus (MERS-CoV) was first described in September 2012 and to date 86 deaths from a total of 206 cases of MERS-CoV infection have been reported to the WHO. Camels have been implicated as the reservoir of MERS-CoV, but the exact source and mode of transmission for most patients remain unknown. During a 3 month period, June to August 2013, there were 12 positive MERS-CoV cases reported from the Hafr Al-Batin region district in the north east region of the Kingdom of Saudi Arabia. In addition to the different regional camel festivals in neighboring countries, Hafr Al-Batin has the biggest camel market in the entire Kingdom and hosts an annual camel festival. Thus, we conducted a detailed epidemiological, clinical and genomic study to ascertain common exposure and transmission patterns of all cases of MERS-CoV reported from Hafr Al-Batin. Analysis of previously reported genetic data indicated that at least two of the infected contacts could not have been directly infected from the index patient and alternate source should be considered. While camels appear as the likely source, other sources have not been ruled out. More detailed case control studies with detailed case histories, epidemiological information and genomic analysis are being conducted to delineate the missing pieces in the transmission dynamics of MERS-CoV outbreak. (C) 2014 The Authors. Published by Elsevier Ltd on behalf of International Society for Infectious Diseases. This is an open access article under the CC BY-NC-SA license",International Journal of Infectious Diseases,2014,pubmed,24699184,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4441753/,Memish_2014_1,98,human,Homo sapiens,MERS-CoV,,secondary,direct,yes,PCR,"several secondary cases from the two clusters, some symptomatic and some asymptomatic",,SAU,Hafr Al-Batin,,28.348165,45.967491,Google Maps,bad,polygon,buffer,16.05,,NA,,cases all reported from Hafr Al-Batin region district in the north east region of SAU; Hafr Al-Batin has the biggest camel market in the entire Kingdom,6,8,2013,2013,0
364338,"Community Case Clusters of Middle East Respiratory Syndrome Coronavirus in Hafr Al-Batin, Kingdom of Saudi Arabia: A Descriptive Genomic study","Memish, Ziad A.; Cotten, Matthew; Watson, Simon J.; Kellam, Paul; Zumla, Alimuddin; Alhakeem, Rafat F.; Assiri, Abdullah; Al Rabeeah, Abdullah A.; Al-Tawfiq, Jaffar A.",10.1016/j.ijid.2014.03.1372,"The Middle East respiratory syndrome coronavirus (MERS-CoV) was first described in September 2012 and to date 86 deaths from a total of 206 cases of MERS-CoV infection have been reported to the WHO. Camels have been implicated as the reservoir of MERS-CoV, but the exact source and mode of transmission for most patients remain unknown. During a 3 month period, June to August 2013, there were 12 positive MERS-CoV cases reported from the Hafr Al-Batin region district in the north east region of the Kingdom of Saudi Arabia. In addition to the different regional camel festivals in neighboring countries, Hafr Al-Batin has the biggest camel market in the entire Kingdom and hosts an annual camel festival. Thus, we conducted a detailed epidemiological, clinical and genomic study to ascertain common exposure and transmission patterns of all cases of MERS-CoV reported from Hafr Al-Batin. Analysis of previously reported genetic data indicated that at least two of the infected contacts could not have been directly infected from the index patient and alternate source should be considered. While camels appear as the likely source, other sources have not been ruled out. More detailed case control studies with detailed case histories, epidemiological information and genomic analysis are being conducted to delineate the missing pieces in the transmission dynamics of MERS-CoV outbreak. (C) 2014 The Authors. Published by Elsevier Ltd on behalf of International Society for Infectious Diseases. This is an open access article under the CC BY-NC-SA license",International Journal of Infectious Diseases,2014,pubmed,24699184,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4441753/,Memish_2014_1,99,human,Homo sapiens,MERS-CoV,,secondary,direct,no,PCR,"several secondary cases from the two clusters, some symptomatic and some asymptomatic",,SAU,Hafr Al-Batin,,28.348165,45.967491,Google Maps,bad,polygon,buffer,16.05,,NA,,cases all reported from Hafr Al-Batin region district in the north east region of SAU; Hafr Al-Batin has the biggest camel market in the entire Kingdom,6,8,2013,2013,0
364340,Complete genome sequence of Middle East respiratory syndrome coronavirus (MERS-CoV) from the first imported MERS-CoV case in China,"Lu, R.; Wang, Y.; Wang, W.; Nie, K.; Zhao, Y.; Su, J.; Deng, Y.; Zhou, W.; Li, Y.; Wang, H.; Wang, W.; Ke, C.; Ma, X.; Wu, G.; Tan, W.",10.1128/genomeA.00818-15,"On 26 May 2015, an imported Middle East respiratory syndrome coronavirus (MERS-CoV) was identified in Guangdong Province, China, and found to be closely related to the MERS-CoV strain prevalent in South Korea. The full genome of the ChinaGD01 strain was sequenced and analyzed to investigate the epidemiology and evolution of MERS-CoV circulating in South Korea and China. © 2015 Lu et al.",Genome Announcements,2015,pubmed,26272560,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4536671/,Lu_2015,100,human,Homo sapiens,MERS-CoV,,import,direct,unknown,PCR,case travelled from South Korea,,CHN,Guangdong Province,,NA,NA,,bad,polygon,admin,NA,2014,903,ADM1_CODE,case report of first imported MERS-CoV case in China; travelled from South Korea,5,5,2015,2015,0
364340,Complete genome sequence of Middle East respiratory syndrome coronavirus (MERS-CoV) from the first imported MERS-CoV case in China,"Lu, R.; Wang, Y.; Wang, W.; Nie, K.; Zhao, Y.; Su, J.; Deng, Y.; Zhou, W.; Li, Y.; Wang, H.; Wang, W.; Ke, C.; Ma, X.; Wu, G.; Tan, W.",10.1128/genomeA.00818-15,"On 26 May 2015, an imported Middle East respiratory syndrome coronavirus (MERS-CoV) was identified in Guangdong Province, China, and found to be closely related to the MERS-CoV strain prevalent in South Korea. The full genome of the ChinaGD01 strain was sequenced and analyzed to investigate the epidemiology and evolution of MERS-CoV circulating in South Korea and China. © 2015 Lu et al.",Genome Announcements,2015,pubmed,26272560,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4536671/,Lu_2015,101,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,PCR,case travelled from South Korea,,KOR,South Korea,,NA,NA,,bad,polygon,admin,NA,2014,202,ADM0_CODE,case report of first imported MERS-CoV case in China; travelled from South Korea,5,5,2015,2015,0
364342,Complete genome sequence of Middle East respiratory syndrome coronavirus isolated from a dromedary camel in Egypt,"Kandeil, A.; Shehata, M.M.; El Shesheny, R.; Gomaa, M.R.; Ali, M.A.; Kayali, G.",10.1128/genomeA.00309-16,We generated the near-full genome sequence of Middle East respiratory syndrome coronavirus (MERS-CoV) from a collected nasal sample of dromedary camel in Egypt. The newly characterized Egyptian strain has high similarity to the previously characterized Egyptian virus and both of viruses fell into a cluster distinct from other MERS-CoVs. © 2016 Kandeil et al.,Genome Announcements,2016,pubmed,27125484,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4850855/,Kandeil_2016,102,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,,,EGY,Cairo,,NA,NA,,good,polygon,admin,NA,2014,61515,ADM1_CODE,"camel from an abattoir in Cairo, Egypt",12,12,2014,2014,0
